Repository,Visibility,BranchCount,DefaultBranch,PrimaryLanguage,SizeKB,Created,LastUpdated,Description,HTTPS_URL,SSH_URL,TeamAccess
"onlinesales-ai/shared-metricLogger","private","1","frigga-test","N/A","59","2026-01-12T06:21:12Z","2026-01-12T14:43:51Z","","https://github.com/onlinesales-ai/shared-metricLogger","git@github.com:onlinesales-ai/shared-metricLogger.git","No team assigned"
"onlinesales-ai/shared-logger","private","1","frigga-test","Java","136","2026-01-12T07:18:48Z","2026-01-12T14:45:29Z","","https://github.com/onlinesales-ai/shared-logger","git@github.com:onlinesales-ai/shared-logger.git","No team assigned"
"onlinesales-ai/shared-dbLib","private","1","main","N/A","89","2026-01-12T09:02:09Z","2026-01-12T09:02:15Z","","https://github.com/onlinesales-ai/shared-dbLib","git@github.com:onlinesales-ai/shared-dbLib.git","No team assigned"
"onlinesales-ai/gtmAutomation","private","1","master","Python","448","2026-01-13T06:20:31Z","2026-01-13T11:37:40Z","gtmAutomation sales and marketing automation ","https://github.com/onlinesales-ai/gtmAutomation","git@github.com:onlinesales-ai/gtmAutomation.git","No team assigned"
"onlinesales-ai/shared-distributedCache","private","1","main","N/A","62","2026-01-13T08:47:49Z","2026-01-13T08:47:55Z","","https://github.com/onlinesales-ai/shared-distributedCache","git@github.com:onlinesales-ai/shared-distributedCache.git","No team assigned"
"onlinesales-ai/shared-statsLoggingClient","private","1","main","N/A","69","2026-01-13T09:50:34Z","2026-01-13T09:50:41Z","","https://github.com/onlinesales-ai/shared-statsLoggingClient","git@github.com:onlinesales-ai/shared-statsLoggingClient.git","No team assigned"
"onlinesales-ai/shared-dbLibForMySQL5","private","1","main","N/A","90","2026-01-13T10:53:26Z","2026-01-13T10:53:34Z","","https://github.com/onlinesales-ai/shared-dbLibForMySQL5","git@github.com:onlinesales-ai/shared-dbLibForMySQL5.git","No team assigned"
"onlinesales-ai/shared-statsLogger","private","1","main","N/A","69","2026-01-13T16:48:40Z","2026-01-13T16:48:49Z","","https://github.com/onlinesales-ai/shared-statsLogger","git@github.com:onlinesales-ai/shared-statsLogger.git","No team assigned"
"onlinesales-ai/shared-dbaccess","private","1","main","N/A","164","2026-01-14T03:49:36Z","2026-01-14T03:49:43Z","","https://github.com/onlinesales-ai/shared-dbaccess","git@github.com:onlinesales-ai/shared-dbaccess.git","No team assigned"
"onlinesales-ai/shared-osmosUtils","private","1","main","N/A","63","2026-01-14T03:51:21Z","2026-01-14T03:51:27Z","","https://github.com/onlinesales-ai/shared-osmosUtils","git@github.com:onlinesales-ai/shared-osmosUtils.git","No team assigned"
"onlinesales-ai/shared-restAccessor","private","1","main","N/A","68","2026-01-14T03:53:55Z","2026-01-14T03:54:03Z","","https://github.com/onlinesales-ai/shared-restAccessor","git@github.com:onlinesales-ai/shared-restAccessor.git","No team assigned"
"onlinesales-ai/infrastructure-shared-hadesObjects","private","1","main","N/A","155","2026-01-14T04:00:21Z","2026-01-14T04:00:29Z","","https://github.com/onlinesales-ai/infrastructure-shared-hadesObjects","git@github.com:onlinesales-ai/infrastructure-shared-hadesObjects.git","No team assigned"
"onlinesales-ai/infrastructure-shared-propertySettingsSvcObjectsV2","private","1","main","N/A","65","2026-01-14T04:01:35Z","2026-01-14T04:01:41Z","","https://github.com/onlinesales-ai/infrastructure-shared-propertySettingsSvcObjectsV2","git@github.com:onlinesales-ai/infrastructure-shared-propertySettingsSvcObjectsV2.git","No team assigned"
"onlinesales-ai/AdServerESOConfiguration","private","1","release","N/A","17","2026-01-14T09:33:54Z","2026-01-20T11:37:17Z","","https://github.com/onlinesales-ai/AdServerESOConfiguration","git@github.com:onlinesales-ai/AdServerESOConfiguration.git","osmos-client-delight-admin(admin)"
"onlinesales-ai/shared-hadesClients","private","1","main","N/A","67","2026-01-15T04:16:39Z","2026-01-15T04:16:45Z","","https://github.com/onlinesales-ai/shared-hadesClients","git@github.com:onlinesales-ai/shared-hadesClients.git","No team assigned"
"onlinesales-ai/shared-restCommunicator","private","1","main","N/A","114","2026-01-15T04:17:15Z","2026-01-15T04:17:21Z","","https://github.com/onlinesales-ai/shared-restCommunicator","git@github.com:onlinesales-ai/shared-restCommunicator.git","No team assigned"
"onlinesales-ai/propertySettingsServiceV2","private","1","main","N/A","116","2026-01-16T05:26:32Z","2026-01-16T05:26:39Z","","https://github.com/onlinesales-ai/propertySettingsServiceV2","git@github.com:onlinesales-ai/propertySettingsServiceV2.git","No team assigned"
"onlinesales-ai/shared-searchClient","private","1","main","Java","69","2026-01-19T05:31:07Z","2026-01-19T06:46:59Z","","https://github.com/onlinesales-ai/shared-searchClient","git@github.com:onlinesales-ai/shared-searchClient.git","No team assigned"
"onlinesales-ai/reviewService","private","1","release","JavaScript","123","2026-01-19T09:16:14Z","2026-02-05T10:10:57Z","","https://github.com/onlinesales-ai/reviewService","git@github.com:onlinesales-ai/reviewService.git","frigga-cloud(write); infra-admin(admin); osmos-client-delight-admin(admin); osmos-client-delight-write(write)"
"onlinesales-ai/request-debugger-ai-chatbot","private","1","main","TypeScript","615","2026-01-20T05:08:17Z","2026-01-20T05:08:30Z","","https://github.com/onlinesales-ai/request-debugger-ai-chatbot","git@github.com:onlinesales-ai/request-debugger-ai-chatbot.git","No team assigned"
"onlinesales-ai/InstoreDigitalScreenStatusSync","private","1","main","Python","125","2026-01-20T09:01:19Z","2026-02-12T14:03:07Z","","https://github.com/onlinesales-ai/InstoreDigitalScreenStatusSync","git@github.com:onlinesales-ai/InstoreDigitalScreenStatusSync.git","instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/osAdServerConfigs","private","1","release","N/A","30","2026-01-20T12:00:07Z","2026-01-20T17:26:39Z","Central Repository of all AdServer Configs. ","https://github.com/onlinesales-ai/osAdServerConfigs","git@github.com:onlinesales-ai/osAdServerConfigs.git","infra-admin(admin)"
"onlinesales-ai/shared-eventManagerSvcObjectsV2","private","1","main","N/A","65","2026-01-21T09:48:26Z","2026-01-21T09:48:34Z","","https://github.com/onlinesales-ai/shared-eventManagerSvcObjectsV2","git@github.com:onlinesales-ai/shared-eventManagerSvcObjectsV2.git","No team assigned"
"onlinesales-ai/shared-kafkaProducer","private","1","main","N/A","56","2026-01-21T10:34:44Z","2026-01-21T10:34:52Z","","https://github.com/onlinesales-ai/shared-kafkaProducer","git@github.com:onlinesales-ai/shared-kafkaProducer.git","No team assigned"
"onlinesales-ai/shared-propertySettingsSvcClientV2","private","1","main","N/A","67","2026-01-22T04:54:11Z","2026-01-22T04:54:18Z","","https://github.com/onlinesales-ai/shared-propertySettingsSvcClientV2","git@github.com:onlinesales-ai/shared-propertySettingsSvcClientV2.git","No team assigned"
"onlinesales-ai/shared-psDbSvcObjects","private","1","main","N/A","79","2026-01-22T06:09:52Z","2026-01-22T06:09:58Z","","https://github.com/onlinesales-ai/shared-psDbSvcObjects","git@github.com:onlinesales-ai/shared-psDbSvcObjects.git","No team assigned"
"onlinesales-ai/eventManagerServiceV2","private","1","main","N/A","249","2026-01-22T09:03:49Z","2026-01-22T09:03:55Z","","https://github.com/onlinesales-ai/eventManagerServiceV2","git@github.com:onlinesales-ai/eventManagerServiceV2.git","No team assigned"
"onlinesales-ai/rmhcTracking","private","1","main","JavaScript","337","2026-01-28T06:58:15Z","2026-02-17T09:11:02Z","","https://github.com/onlinesales-ai/rmhcTracking","git@github.com:onlinesales-ai/rmhcTracking.git","frigga-cloud(write); infra-admin(admin)"
"onlinesales-ai/python-cloud-function-template","private","1","release","Python","26","2026-01-28T11:24:06Z","2026-01-29T13:05:45Z","","https://github.com/onlinesales-ai/python-cloud-function-template","git@github.com:onlinesales-ai/python-cloud-function-template.git","frigga-cloud(admin)"
"onlinesales-ai/rmhcReporting","private","1","main","JavaScript","279","2026-01-28T12:10:04Z","2026-02-13T12:35:46Z","","https://github.com/onlinesales-ai/rmhcReporting","git@github.com:onlinesales-ai/rmhcReporting.git","frigga-cloud(write); infra-admin(admin)"
"onlinesales-ai/rmhc-ui","private","1","main","TypeScript","319","2026-01-28T13:53:09Z","2026-02-17T10:31:12Z","Retail Media Health Checker","https://github.com/onlinesales-ai/rmhc-ui","git@github.com:onlinesales-ai/rmhc-ui.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/gcp-alerts-terraform","private","1","main","HCL","43","2026-01-29T04:45:52Z","2026-02-18T05:59:38Z","","https://github.com/onlinesales-ai/gcp-alerts-terraform","git@github.com:onlinesales-ai/gcp-alerts-terraform.git","frigga-cloud(write); infra-admin(admin)"
"onlinesales-ai/testRahulCF","private","1","release","Python","10","2026-01-29T06:56:01Z","2026-01-29T06:56:09Z","","https://github.com/onlinesales-ai/testRahulCF","git@github.com:onlinesales-ai/testRahulCF.git","No team assigned"
"onlinesales-ai/solr-proxy-service","private","1","release","Python","97","2026-01-29T08:33:53Z","2026-02-02T16:48:49Z","proxy server to connect to internal vpc via osmos auth and marketplace client id","https://github.com/onlinesales-ai/solr-proxy-service","git@github.com:onlinesales-ai/solr-proxy-service.git","No team assigned"
"onlinesales-ai/workload-identity-automation","private","1","main","N/A","7","2026-01-29T10:35:39Z","2026-02-17T11:14:12Z","","https://github.com/onlinesales-ai/workload-identity-automation","git@github.com:onlinesales-ai/workload-identity-automation.git","frigga-cloud(admin)"
"onlinesales-ai/testrahulcf2","private","1","release","Python","7","2026-01-29T13:43:08Z","2026-01-29T13:43:15Z","","https://github.com/onlinesales-ai/testrahulcf2","git@github.com:onlinesales-ai/testrahulcf2.git","No team assigned"
"onlinesales-ai/live-ads-plugin","private","1","main","JavaScript","219","2026-01-31T07:15:22Z","2026-02-02T11:08:50Z","LiveAds plugin for OSMOS Pulse UI ","https://github.com/onlinesales-ai/live-ads-plugin","git@github.com:onlinesales-ai/live-ads-plugin.git","ui-write(write)"
"onlinesales-ai/prometheus-scrapers","private","1","release","Python","32","2026-02-03T20:09:43Z","2026-02-04T05:38:17Z","","https://github.com/onlinesales-ai/prometheus-scrapers","git@github.com:onlinesales-ai/prometheus-scrapers.git","No team assigned"
"onlinesales-ai/instore-cms-client","private","1","main","N/A","61","2026-02-04T06:09:46Z","2026-02-04T06:13:08Z","This shared client will communicate with external cms apis.","https://github.com/onlinesales-ai/instore-cms-client","git@github.com:onlinesales-ai/instore-cms-client.git","infra-admin(admin); instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/osmos-agent-garden","private","1","main","JavaScript","12591","2026-02-05T05:55:53Z","2026-02-05T06:13:08Z","Agent garden for different teams of Osmos","https://github.com/onlinesales-ai/osmos-agent-garden","git@github.com:onlinesales-ai/osmos-agent-garden.git","No team assigned"
"onlinesales-ai/osmos-readme-v2","private","1","v1.0","HTML","2376","2026-02-06T09:05:18Z","2026-02-23T06:16:00Z","","https://github.com/onlinesales-ai/osmos-readme-v2","git@github.com:onlinesales-ai/osmos-readme-v2.git","No team assigned"
"onlinesales-ai/instoreScripts","private","1","main","Python","65","2026-02-09T06:16:47Z","2026-02-19T07:12:50Z","A repository to keep all different types of instore scripts with all different functionalities","https://github.com/onlinesales-ai/instoreScripts","git@github.com:onlinesales-ai/instoreScripts.git","infra-admin(admin); instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/osmos-claude-plugins","private","1","main","HTML","674","2026-02-09T09:15:06Z","2026-02-24T04:06:13Z","Osmos Claude Code plugin marketplace - cross-department productivity tools with Notion PM knowledge base","https://github.com/onlinesales-ai/osmos-claude-plugins","git@github.com:onlinesales-ai/osmos-claude-plugins.git","dev(write); instore-write(write); osmos-data-write(write); product-team(write)"
"onlinesales-ai/osBulkActionsScripts","private","1","release","Python","643","2026-02-10T03:56:46Z","2026-02-10T04:58:13Z","","https://github.com/onlinesales-ai/osBulkActionsScripts","git@github.com:onlinesales-ai/osBulkActionsScripts.git","No team assigned"
"onlinesales-ai/argocd-test-frigga","private","1","main","N/A","46","2026-02-12T10:46:48Z","2026-02-16T05:17:36Z","","https://github.com/onlinesales-ai/argocd-test-frigga","git@github.com:onlinesales-ai/argocd-test-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/experimentalCacheScripts","private","1","release","Python","75","2026-02-16T09:10:56Z","2026-02-17T12:47:13Z","","https://github.com/onlinesales-ai/experimentalCacheScripts","git@github.com:onlinesales-ai/experimentalCacheScripts.git","osmos-performance(maintain); osmos-performance-admin(maintain); osmos-performance-write(maintain)"
"onlinesales-ai/shared-helloworld","private","1","release","Java","58","2026-02-16T11:38:44Z","2026-02-17T11:42:29Z","shared-helloworld","https://github.com/onlinesales-ai/shared-helloworld","git@github.com:onlinesales-ai/shared-helloworld.git","No team assigned"
"onlinesales-ai/test-WIF","private","1","release","Python","18","2026-02-16T14:18:09Z","2026-02-16T14:32:03Z","testing repo for workload identity Fedration","https://github.com/onlinesales-ai/test-WIF","git@github.com:onlinesales-ai/test-WIF.git","No team assigned"
"onlinesales-ai/product-scripts","private","1","main","JavaScript","52","2026-02-17T05:44:06Z","2026-02-23T05:15:38Z","All independent scripts being managed by product team to be checked in here.","https://github.com/onlinesales-ai/product-scripts","git@github.com:onlinesales-ai/product-scripts.git","product-team(write)"
"onlinesales-ai/sofie-ai","private","1","main","Python","263","2026-02-17T12:09:12Z","2026-02-19T13:21:49Z","The main Orchestrator Of Sofie Agentic Ecosystem ","https://github.com/onlinesales-ai/sofie-ai","git@github.com:onlinesales-ai/sofie-ai.git","osmos-data-write(write); ui-write(write)"
"onlinesales-ai/sofie-shared","private","1","main","Python","74","2026-02-17T12:13:40Z","2026-02-19T13:21:46Z","Shared Utilities / Packages for Sofie Ecosystem","https://github.com/onlinesales-ai/sofie-shared","git@github.com:onlinesales-ai/sofie-shared.git","osmos-data-write(write); ui-write(write)"
"onlinesales-ai/sofie-research-agent","private","1","main","Python","17","2026-02-17T12:17:49Z","2026-02-17T12:18:05Z","sofie-research-agent for POC","https://github.com/onlinesales-ai/sofie-research-agent","git@github.com:onlinesales-ai/sofie-research-agent.git","osmos-data-write(write); ui-write(write)"
"onlinesales-ai/sofie-finance-agent","private","1","main","Python","14","2026-02-17T12:18:42Z","2026-02-17T12:19:00Z","sofie-finance-agent for PC","https://github.com/onlinesales-ai/sofie-finance-agent","git@github.com:onlinesales-ai/sofie-finance-agent.git","osmos-data-write(write); ui-write(write)"
"onlinesales-ai/schedulingAgentK8sStarter","private","1","main","Python","6","2026-02-18T08:18:00Z","2026-02-18T08:41:06Z","","https://github.com/onlinesales-ai/schedulingAgentK8sStarter","git@github.com:onlinesales-ai/schedulingAgentK8sStarter.git","No team assigned"
"onlinesales-ai/google-workspace-settings","private","1","main","Python","13","2026-02-18T08:41:49Z","2026-02-18T08:42:00Z","","https://github.com/onlinesales-ai/google-workspace-settings","git@github.com:onlinesales-ai/google-workspace-settings.git","No team assigned"
"onlinesales-ai/addToWorkloadIdentity","private","1","release","Python","18","2026-02-18T10:19:39Z","2026-02-19T06:34:43Z","","https://github.com/onlinesales-ai/addToWorkloadIdentity","git@github.com:onlinesales-ai/addToWorkloadIdentity.git","frigga-cloud(admin)"
"onlinesales-ai/lmsNodeEventManagerConsumer","private","1","release","JavaScript","59","2026-02-18T10:32:29Z","2026-02-23T12:30:43Z","A Node.js Kafka consumer service built for the OnlineSales.ai platform (Hyperlocal team). It listens to Kafka topics and processes LMS (Lead Management System) events in real-time.","https://github.com/onlinesales-ai/lmsNodeEventManagerConsumer","git@github.com:onlinesales-ai/lmsNodeEventManagerConsumer.git","dev(read); frigga-cloud(write); hyperlocal-write(write); infra-admin(admin)"
"onlinesales-ai/osmosx-launch","private","1","main","HTML","227","2026-02-19T09:30:25Z","2026-02-23T20:32:40Z","","https://github.com/onlinesales-ai/osmosx-launch","git@github.com:onlinesales-ai/osmosx-launch.git","No team assigned"
"onlinesales-ai/IT_Operations","private","1","main","Shell","25","2026-02-20T06:12:00Z","2026-02-23T07:06:34Z","Scripts and configurations for Osmos IT Operations.","https://github.com/onlinesales-ai/IT_Operations","git@github.com:onlinesales-ai/IT_Operations.git","No team assigned"
"onlinesales-ai/testrepofrigga","private","1","main","N/A","0","2026-02-23T10:35:24Z","2026-02-23T10:35:25Z","","https://github.com/onlinesales-ai/testrepofrigga","git@github.com:onlinesales-ai/testrepofrigga.git","No team assigned"
